query_gene	BiGG_gene	score	gene	protein	reaction	model
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL80	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_HMR_0188	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL141	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL161	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL140	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL160	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL180	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL181	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL1821	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL80	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_HMR_0188	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL141	iAM_Pv461
	iAM_Pv461.PVX_114100		G_PVX_114100	P_PVX_114100	R_FACOAL161	iAM_Pv461
	iAM_Pv461.PVX_118255		G_PVX_118255	P_PVX_118255	R_FBA	iAM_Pv461
	iAM_Pv461.PVX_113615		G_PVX_113615	P_PVX_113615	R_FE2t	iAM_Pv461
	iAM_Pv461.PVX_094970		G_PVX_094970	P_PVX_094970	R_FMNAT	iAM_Pv461
	iAM_Pv461.PVX_123230		G_PVX_123230	P_PVX_123230	R_FOLD3	iAM_Pv461
	iAM_Pv461.PVX_123230		G_PVX_123230	P_PVX_123230	R_DHPS2	iAM_Pv461
	iAM_Pv461.PVX_123230		G_PVX_123230	P_PVX_123230	R_HPPK	iAM_Pv461
	iAM_Pv461.PVX_123230		G_PVX_123230	P_PVX_123230	R_HPPK2	iAM_Pv461
	iAM_Pv461.PVX_088920		G_PVX_088920	P_PVX_088920	R_FOLt	iAM_Pv461
	iAM_Pv461.PVX_091455		G_PVX_091455	P_PVX_091455	R_FOLt	iAM_Pv461
	iAM_Pv461.PVX_095405		G_PVX_095405	P_PVX_095405	R_FORt2	iAM_Pv461
	iAM_Pv461.PVX_095405		G_PVX_095405	P_PVX_095405	R_NO2t2r	iAM_Pv461
	iAM_Pv461.PVX_095405		G_PVX_095405	P_PVX_095405	R_NO3t2	iAM_Pv461
	iAM_Pv461.PVX_092962		G_PVX_092962	P_PVX_092962	R_FRTT	iAM_Pv461
	iAM_Pv461.PVX_091380		G_PVX_091380	P_PVX_091380	R_G3PD1ir	iAM_Pv461
	iAM_Pv461.PVX_123490		G_PVX_123490	P_PVX_123490	R_G3PD1ir	iAM_Pv461
	iAM_Pv461.PVX_117790		G_PVX_117790	P_PVX_117790	R_G6PDH2r	iAM_Pv461
	iAM_Pv461.PVX_117790		G_PVX_117790	P_PVX_117790	R_PGL	iAM_Pv461
	iAM_Pv461.PVX_084735		G_PVX_084735	P_PVX_084735	R_G6PI	iAM_Pv461
	iAM_Pv461.PVX_084735		G_PVX_084735	P_PVX_084735	R_G6PI3	iAM_Pv461
	iAM_Pv461.PVX_084735		G_PVX_084735	P_PVX_084735	R_PGI	iAM_Pv461
	iAM_Pv461.PVX_080375		G_PVX_080375	P_PVX_080375	R_GALUi	iAM_Pv461
	iAM_Pv461.PVX_080375		G_PVX_080375	P_PVX_080375	R_UAGDP	iAM_Pv461
	iAM_Pv461.PVX_083075		G_PVX_083075	P_PVX_083075	R_GALUi	iAM_Pv461
	iAM_Pv461.PVX_083075		G_PVX_083075	P_PVX_083075	R_UAGDP	iAM_Pv461
	iAM_Pv461.PVX_117322		G_PVX_117322	P_PVX_117322	R_GAPD	iAM_Pv461
	iAM_Pv461.PVX_111455		G_PVX_111455	P_PVX_111455	R_GF6PTA	iAM_Pv461
	iAM_Pv461.PVX_003575		G_PVX_003575	P_PVX_003575	R_GGTT	iAM_Pv461
	iAM_Pv461.PVX_003575		G_PVX_003575	P_PVX_003575	R_PPTT	iAM_Pv461
	iAM_Pv461.PVX_003575		G_PVX_003575	P_PVX_003575	R_OPP	iAM_Pv461
	iAM_Pv461.PVX_003575		G_PVX_003575	P_PVX_003575	R_HEXTT	iAM_Pv461
	iAM_Pv461.PVX_100730		G_PVX_100730	P_PVX_100730	R_GHMT2r	iAM_Pv461
	iAM_Pv461.PVX_117660		G_PVX_117660	P_PVX_117660	R_GHMT2r	iAM_Pv461
	iAM_Pv461.PVX_099895		G_PVX_099895	P_PVX_099895	R_GK1	iAM_Pv461
	iAM_Pv461.PVX_099895		G_PVX_099895	P_PVX_099895	R_DGK1	iAM_Pv461
	iAM_Pv461.PVX_099540		G_PVX_099540	P_PVX_099540	R_GLNS	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_GLNt	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_GLUt3	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_LYSt5r	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_TYRt	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_ARGt5r	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_CYStec	iAM_Pv461
	iAM_Pv461.PVX_003935		G_PVX_003935	P_PVX_003935	R_PHEtec	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_GLNt	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_GLUt3	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_LYSt5r	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_TYRt	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_ARGt5r	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_CYStec	iAM_Pv461
	iAM_Pv461.PVX_080470		G_PVX_080470	P_PVX_080470	R_PHEtec	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_GLNt	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_GLUt3	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_LYSt5r	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_TYRt	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_ARGt5r	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_CYStec	iAM_Pv461
	iAM_Pv461.PVX_084455		G_PVX_084455	P_PVX_084455	R_PHEtec	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_GLNt	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_GLUt3	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_LYSt5r	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_TYRt	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_ARGt5r	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_CYStec	iAM_Pv461
	iAM_Pv461.PVX_092230		G_PVX_092230	P_PVX_092230	R_PHEtec	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_GLNt	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_GLUt3	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_LYSt5r	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_TYRt	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_ARGt5r	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_CYStec	iAM_Pv461
	iAM_Pv461.PVX_100515		G_PVX_100515	P_PVX_100515	R_PHEtec	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_GLNt	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_GLUt3	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_LYSt5r	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_TYRt	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_ARGt5r	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_CYStec	iAM_Pv461
	iAM_Pv461.PVX_114575		G_PVX_114575	P_PVX_114575	R_PHEtec	iAM_Pv461
	iAM_Pv461.PVX_099360		G_PVX_099360	P_PVX_099360	R_GLUCYS	iAM_Pv461
	iAM_Pv461.PVX_093640		G_PVX_093640	P_PVX_093640	R_GLUDxi	iAM_Pv461
	iAM_Pv461.PVX_085005		G_PVX_085005	P_PVX_085005	R_GLUDy	iAM_Pv461
	iAM_Pv461.PVX_085625		G_PVX_085625	P_PVX_085625	R_GLUDy	iAM_Pv461
	iAM_Pv461.PVX_084770		G_PVX_084770	P_PVX_084770	R_GLUSx	iAM_Pv461
	iAM_Pv461.PVX_084770		G_PVX_084770	P_PVX_084770	R_GLUSy	iAM_Pv461
	iAM_Pv461.PVX_083470		G_PVX_083470	P_PVX_083470	R_GLYCK2	iAM_Pv461
	iAM_Pv461.PVX_083470		G_PVX_083470	P_PVX_083470	R_GLYK	iAM_Pv461
	iAM_Pv461.PVX_083470		G_PVX_083470	P_PVX_083470	R_GNK	iAM_Pv461
	iAM_Pv461.PVX_092245		G_PVX_092245	P_PVX_092245	R_GLYCt	iAM_Pv461
	iAM_Pv461.PVX_092245		G_PVX_092245	P_PVX_092245	R_H2Ot	iAM_Pv461
	iAM_Pv461.PVX_092245		G_PVX_092245	P_PVX_092245	R_NH4t	iAM_Pv461
	iAM_Pv461.PVX_092245		G_PVX_092245	P_PVX_092245	R_DHAt	iAM_Pv461
	iAM_Pv461.PVX_000925		G_PVX_000925	P_PVX_000925	R_GLYOX	iAM_Pv461
	iAM_Pv461.PVX_084315		G_PVX_084315	P_PVX_084315	R_GLYOX	iAM_Pv461
	iAM_Pv461.PVX_094850		G_PVX_094850	P_PVX_094850	R_GMPS2	iAM_Pv461
	iAM_Pv461.PVX_117745		G_PVX_117745	P_PVX_117745	R_GND	iAM_Pv461
	iAM_Pv461.PVX_086115		G_PVX_086115	P_PVX_086115	R_GPDDA1	iAM_Pv461
	iAM_Pv461.PVX_086115		G_PVX_086115	P_PVX_086115	R_GPDDA2	iAM_Pv461
	iAM_Pv461.PVX_086115		G_PVX_086115	P_PVX_086115	R_GPDDA4	iAM_Pv461
	iAM_Pv461.PVX_092040		G_PVX_092040	P_PVX_092040	R_GRTT	iAM_Pv461
	iAM_Pv461.PVX_092040		G_PVX_092040	P_PVX_092040	R_DMATT	iAM_Pv461
	iAM_Pv461.PVX_119440		G_PVX_119440	P_PVX_119440	R_GRXR	iAM_Pv461
	iAM_Pv461.PVX_119440		G_PVX_119440	P_PVX_084685+PVX_086155+PVX_095010+PVX_119440	R_RNDR1b	iAM_Pv461
	iAM_Pv461.PVX_119440		G_PVX_119440	P_PVX_084685+PVX_086155+PVX_095010+PVX_119440	R_RNDR2b	iAM_Pv461
	iAM_Pv461.PVX_119440		G_PVX_119440	P_PVX_084685+PVX_086155+PVX_095010+PVX_119440	R_RNDR3b	iAM_Pv461
	iAM_Pv461.PVX_119440		G_PVX_119440	P_PVX_084685+PVX_086155+PVX_095010+PVX_119440	R_RNDR4b	iAM_Pv461
	iAM_Pv461.PVX_085490		G_PVX_085490	P_PVX_085490	R_GTHOr	iAM_Pv461
	iAM_Pv461.PVX_085490		G_PVX_085490	P_PVX_085490+PVX_117605	R_TRDR	iAM_Pv461
	iAM_Pv461.PVX_099600		G_PVX_099600	P_PVX_099600	R_GTHOr	iAM_Pv461
	iAM_Pv461.PVX_099600		G_PVX_099600	P_PVX_099600+PVX_117605	R_TRDR	iAM_Pv461
	iAM_Pv461.PVX_084630		G_PVX_084630	P_PVX_084630	R_GTHPi	iAM_Pv461
	iAM_Pv461.PVX_084630		G_PVX_084630	P_PVX_084630+PVX_093630+PVX_117605	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_084630		G_PVX_084630	P_PVX_084630+PVX_117605+PVX_118545	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_084630		G_PVX_084630	P_PVX_084630+PVX_117605+PVX_123435	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_087990		G_PVX_087990	P_PVX_087990	R_GTHPi	iAM_Pv461
	iAM_Pv461.PVX_093630		G_PVX_093630	P_PVX_093630	R_GTHPi	iAM_Pv461
	iAM_Pv461.PVX_093630		G_PVX_093630	P_PVX_093630	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_093630		G_PVX_093630	P_PVX_084630+PVX_093630+PVX_117605	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_118545		G_PVX_118545	P_PVX_118545	R_GTHPi	iAM_Pv461
	iAM_Pv461.PVX_118545		G_PVX_118545	P_PVX_118545	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_118545		G_PVX_118545	P_PVX_084630+PVX_117605+PVX_118545	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_119350		G_PVX_119350	P_PVX_119350	R_GTHPi	iAM_Pv461
	iAM_Pv461.PVX_123435		G_PVX_123435	P_PVX_123435	R_GTHPi	iAM_Pv461
	iAM_Pv461.PVX_123435		G_PVX_123435	P_PVX_123435	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_123435		G_PVX_123435	P_PVX_084630+PVX_117605+PVX_123435	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_080630		G_PVX_080630	P_PVX_080630	R_GTHS	iAM_Pv461
	iAM_Pv461.PVX_123830		G_PVX_123830	P_PVX_123830	R_GTPCI	iAM_Pv461
	iAM_Pv461.PVX_086330		G_PVX_086330	P_PVX_086330	R_GTPDPDP	iAM_Pv461
	iAM_Pv461.PVX_086330		G_PVX_086330	P_PVX_086330	R_PPA2	iAM_Pv461
	iAM_Pv461.PVX_092535		G_PVX_092535	P_PVX_092535	R_GUACYC	iAM_Pv461
	iAM_Pv461.PVX_114990		G_PVX_114990	P_PVX_114990	R_GUACYC	iAM_Pv461
	iAM_Pv461.PVX_094840		G_PVX_094840	P_PVX_094840	R_GUAPRT	iAM_Pv461
	iAM_Pv461.PVX_094840		G_PVX_094840	P_PVX_094840	R_HXPRT	iAM_Pv461
	iAM_Pv461.PVX_094840		G_PVX_094840	P_PVX_094840	R_XPPT	iAM_Pv461
	iAM_Pv461.PVX_083260		G_PVX_083260	P_PVX_083260	R_GUAt	iAM_Pv461
	iAM_Pv461.PVX_083260		G_PVX_083260	P_PVX_083260	R_THYMt	iAM_Pv461
	iAM_Pv461.PVX_083260		G_PVX_083260	P_PVX_083260	R_URAt	iAM_Pv461
	iAM_Pv461.PVX_083260		G_PVX_083260	P_PVX_083260	R_HYXNt	iAM_Pv461
	iAM_Pv461.PVX_000955		G_PVX_000955	P_PVX_000955	R_LYSDC	iAM_Pv461
	iAM_Pv461.PVX_089645		G_PVX_089645	P_PVX_089645	R_LYSDC	iAM_Pv461
	iAM_Pv461.PVX_085435		G_PVX_085435	P_PVX_085435	R_MAN1PT	iAM_Pv461
	iAM_Pv461.PVX_093650		G_PVX_093650	P_PVX_093650	R_MAN6PI	iAM_Pv461
	iAM_Pv461.PVX_084355		G_PVX_084355	P_PVX_084355	R_MCPST	iAM_Pv461
	iAM_Pv461.PVX_114050		G_PVX_114050	P_PVX_114050	R_MDH	iAM_Pv461
	iAM_Pv461.PVX_114050		G_PVX_114050	P_PVX_114050	R_LDH_L	iAM_Pv461
	iAM_Pv461.PVX_116630		G_PVX_116630	P_PVX_116630	R_MDH	iAM_Pv461
	iAM_Pv461.PVX_116630		G_PVX_116630	P_PVX_116630	R_LDH_L	iAM_Pv461
	iAM_Pv461.PVX_099525		G_PVX_099525	P_PVX_099525	R_METAT	iAM_Pv461
	iAM_Pv461.PVX_085155		G_PVX_085155	P_PVX_085155	R_MGt5	iAM_Pv461
	iAM_Pv461.PVX_085155		G_PVX_085155	P_PVX_085155	R_COBALTt5	iAM_Pv461
	iAM_Pv461.PVX_085155		G_PVX_085155	P_PVX_085155	R_NIt5	iAM_Pv461
	iAM_Pv461.PVX_091650		G_PVX_091650	P_PVX_091650	R_MGt5	iAM_Pv461
	iAM_Pv461.PVX_091650		G_PVX_091650	P_PVX_091650	R_COBALTt5	iAM_Pv461
	iAM_Pv461.PVX_091650		G_PVX_091650	P_PVX_091650	R_NIt5	iAM_Pv461
	iAM_Pv461.PVX_122050		G_PVX_122050	P_PVX_122050	R_MGt5	iAM_Pv461
	iAM_Pv461.PVX_087815		G_PVX_087815	P_PVX_087815	R_MI3PP	iAM_Pv461
	iAM_Pv461.PVX_093615		G_PVX_093615	P_PVX_093615	R_MI3PP	iAM_Pv461
	iAM_Pv461.PVX_080650		G_PVX_080650	P_PVX_080650	R_MI3PS	iAM_Pv461
	iAM_Pv461.PVX_114635		G_PVX_114635	P_PVX_114635	R_MTHFC	iAM_Pv461
	iAM_Pv461.PVX_114635		G_PVX_114635	P_PVX_114635	R_MTHFD	iAM_Pv461
	iAM_Pv461.PVX_099100		G_PVX_099100	P_PVX_099100	R_NADK	iAM_Pv461
	iAM_Pv461.PVX_099765		G_PVX_099765	P_PVX_099765	R_NADS2	iAM_Pv461
	iAM_Pv461.PVX_114555		G_PVX_114555	P_PVX_114555	R_NAMNPP	iAM_Pv461
	iAM_Pv461.PVX_083350		G_PVX_083350	P_PVX_083350	R_NDP3	iAM_Pv461
	iAM_Pv461.PVX_116770		G_PVX_116770	P_PVX_116770	R_NDP3	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK1	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK2	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK3	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK4	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK5	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK7	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK8	iAM_Pv461
	iAM_Pv461.PVX_113450		G_PVX_113450	P_PVX_113450	R_NDPK6	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK1	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK2	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK3	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK4	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK5	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK7	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK8	iAM_Pv461
	iAM_Pv461.PVX_115285		G_PVX_115285	P_PVX_115285	R_NDPK6	iAM_Pv461
	iAM_Pv461.PVX_091440		G_PVX_091440	P_PVX_091440+PVX_114180	R_PYDXS	iAM_Pv461
	iAM_Pv461.PVX_114180		G_PVX_114180	P_PVX_091440+PVX_114180	R_PYDXS	iAM_Pv461
	iAM_Pv461.PVX_001740		G_PVX_001740	P_PVX_001740	R_PMANM	iAM_Pv461
	iAM_Pv461.PVX_080220		G_PVX_080220	P_PVX_080220	R_PMPK	iAM_Pv461
	iAM_Pv461.PVX_080220		G_PVX_080220	P_PVX_080220	R_HMPK1	iAM_Pv461
	iAM_Pv461.PVX_084675		G_PVX_084675	P_PVX_084675	R_PNTK	iAM_Pv461
	iAM_Pv461.PVX_085450		G_PVX_085450	P_PVX_085450	R_PNTK	iAM_Pv461
	iAM_Pv461.PVX_090920		G_PVX_090920	P_PVX_090920	R_PNTOt2	iAM_Pv461
	iAM_Pv461.PVX_095420		G_PVX_095420	P_PVX_095420	R_PPA	iAM_Pv461
	iAM_Pv461.PVX_100710		G_PVX_100710	P_PVX_100710	R_PPA	iAM_Pv461
	iAM_Pv461.PVX_117625		G_PVX_117625	P_PVX_117625	R_PPA	iAM_Pv461
	iAM_Pv461.PVX_085200		G_PVX_085200	P_PVX_085200	R_PPC	iAM_Pv461
	iAM_Pv461.PVX_089600		G_PVX_089600	P_PVX_089600	R_PPCDC	iAM_Pv461
	iAM_Pv461.PVX_083035		G_PVX_083035	P_PVX_083035	R_PPCK	iAM_Pv461
	iAM_Pv461.PVX_094845		G_PVX_094845	P_PVX_094845	R_PPM	iAM_Pv461
	iAM_Pv461.PVX_094845		G_PVX_094845	P_PVX_094845	R_PGMT	iAM_Pv461
	iAM_Pv461.PVX_000630		G_PVX_000630	P_PVX_000630	R_PPNCL2	iAM_Pv461
	iAM_Pv461.PVX_111315		G_PVX_111315	P_PVX_111315	R_PPPGO	iAM_Pv461
	iAM_Pv461.PVX_116490		G_PVX_116490	P_PVX_116490	R_PRPPS	iAM_Pv461
	iAM_Pv461.PVX_116620		G_PVX_116620	P_PVX_116620	R_PRPPS	iAM_Pv461
	iAM_Pv461.PVX_003750		G_PVX_003750	P_PVX_003750	R_PSCVT	iAM_Pv461
	iAM_Pv461.PVX_003750		G_PVX_003750	P_PVX_003750	R_SHKK	iAM_Pv461
	iAM_Pv461.PVX_113675		G_PVX_113675	P_PVX_113675	R_TKT1	iAM_Pv461
	iAM_Pv461.PVX_113675		G_PVX_113675	P_PVX_113675	R_TKT2	iAM_Pv461
	iAM_Pv461.PVX_099630		G_PVX_099630	P_PVX_099630	R_TMDPK	iAM_Pv461
	iAM_Pv461.PVX_089950		G_PVX_089950	P_PVX_089950	R_TMDS	iAM_Pv461
	iAM_Pv461.PVX_089950		G_PVX_089950	P_PVX_089950	R_DHFR	iAM_Pv461
	iAM_Pv461.PVX_095295		G_PVX_095295	P_PVX_095295	R_TPI	iAM_Pv461
	iAM_Pv461.PVX_118495		G_PVX_118495	P_PVX_118495	R_TPI	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_085490+PVX_117605	R_TRDR	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_099600+PVX_117605	R_TRDR	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084685+PVX_086155+PVX_095010+PVX_117605	R_RNDR1	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084685+PVX_086155+PVX_095010+PVX_117605	R_RNDR2	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084685+PVX_086155+PVX_095010+PVX_117605	R_RNDR3	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084685+PVX_086155+PVX_095010+PVX_117605	R_RNDR4	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_117605	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084630+PVX_093630+PVX_117605	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084630+PVX_117605+PVX_118545	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_117605		G_PVX_117605	P_PVX_084630+PVX_117605+PVX_123435	R_THIORDXi	iAM_Pv461
	iAM_Pv461.PVX_081230		G_PVX_081230	P_PVX_081230	R_UMPK	iAM_Pv461
	iAM_Pv461.PVX_081230		G_PVX_081230	P_PVX_081230	R_CYTK1	iAM_Pv461
	iAM_Pv461.PVX_081230		G_PVX_081230	P_PVX_081230	R_CYTK2	iAM_Pv461
	iAM_Pv461.PVX_117545		G_PVX_117545	P_PVX_117545	R_VALTA	iAM_Pv461
	iAM_Pv461.PVX_117545		G_PVX_117545	P_PVX_117545	R_ILETA	iAM_Pv461
	iAM_Pv461.PVX_117545		G_PVX_117545	P_PVX_117545	R_LEUTA	iAM_Pv461
	iAM_Pv461.PVX_117545		G_PVX_117545	P_PVX_117545	R_ADCL	iAM_Pv461
	iAM_Pv461.PVX_000600		G_PVX_000600	P_PVX_000600+PVX_082590	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_000600		G_PVX_000600	P_PVX_000600+PVX_115230	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_082590		G_PVX_082590	P_PVX_000600+PVX_082590	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_082590		G_PVX_082590	P_PVX_081665+PVX_082590	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_115230		G_PVX_115230	P_PVX_000600+PVX_115230	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_115230		G_PVX_115230	P_PVX_081665+PVX_115230	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_081665		G_PVX_081665	P_PVX_081665+PVX_082590	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_081665		G_PVX_081665	P_PVX_081665+PVX_115230	R_THZPSN	iAM_Pv461
	iAM_Pv461.PVX_100930		G_PVX_100930	P_PVX_100930	R_TMPPP	iAM_Pv461
	iAM_Pv461.PVX_100930		G_PVX_100930	P_PVX_100930	R_HETZK	iAM_Pv461
	iAM_Pv461.PVX_113835		G_PVX_113835	P_PVX_113835	R_TMPPP	iAM_Pv461
	iAM_Pv461.PVX_113835		G_PVX_113835	P_PVX_113835	R_HETZK	iAM_Pv461
	iAM_Pv461.PVX_124150		G_PVX_124150	P_PVX_124150	R_PPK	iAM_Pv461
	iAM_Pv461.PVX_124150		G_PVX_124150	P_PVX_124150	R_PPK2	iAM_Pv461
	iAM_Pv461.PVX_114495		G_PVX_114495	P_PVX_114495	R_ACS2	iAM_Pv461
	iAM_Pv461.PVX_114495		G_PVX_114495	P_PVX_114495	R_ACS	iAM_Pv461
	iAM_Pv461.PVX_080200		G_PVX_080200	P_PVX_080200	R_AHCi	iAM_Pv461
	iAM_Pv461.PVX_123935		G_PVX_123935	P_PVX_123935	R_AKP1	iAM_Pv461
	iAM_Pv461.PVX_118465		G_PVX_118465	P_PVX_118465	R_ALLTAHr	iAM_Pv461
	iAM_Pv461.PVX_115140		G_PVX_115140	P_PVX_115140	R_ANS	iAM_Pv461
	iAM_Pv461.PVX_098770		G_PVX_098770	P_PVX_098770	R_ARGN	iAM_Pv461
	iAM_Pv461.PVX_119585		G_PVX_119585	P_PVX_119585	R_ASNS1	iAM_Pv461
	iAM_Pv461.PVX_083135		G_PVX_083135	P_PVX_083135	R_ASPCT	iAM_Pv461
	iAM_Pv461.PVX_081455		G_PVX_081455	P_PVX_081455	R_CA2abc1	iAM_Pv461
